"account_id","id","cargo_name","account_name","cargo_type","min_size","max_size","region","matching_region","del_port","redel_port","laycan_start_date","laycan_end_date","duration","email_id","phone_number","latitude","longitude","received_at","process_id"
"TR149P","11420","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.914","121.6147",NULL,"736079"
"TR149P","11463","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9213","121.6298",NULL,"438041"
"TR149P","11511","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.914","121.6147",NULL,"036078"
"TR149P","11557","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9213","121.6298",NULL,"967400"
"TR149P","11600","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9213","121.6298",NULL,"234776"
"TR149P","11643","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9213","121.6298",NULL,"861252"
"TR149P","11687","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9213","121.6298",NULL,"774225"
"TR149P","11726","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9213","121.6298",NULL,"569888"
"TR149P","11777","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.914","121.6147",NULL,"312214"
"TR149P","11823","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9248","121.6147",NULL,"621770"
"TR149P","11865","Bagged Rice","UMC Chartering","General Cargo","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9215","121.6298",NULL,"886125"
"TR149P","11914","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9186","121.6282",NULL,"262543"
"TR149P","11955","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9213","121.6298",NULL,"725357"
"TR149P","12000","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9213","121.6298",NULL,"201473"
"TR149P","12049","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9213","121.6298",NULL,"021527"
"TR149P","12094","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.914","121.6147",NULL,"178826"
"TR149P","12138","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.914","121.6147",NULL,"802088"
"TR149P","12180","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9213","121.6298",NULL,"148397"
"TR149P","12200","Fertilizers",,"Dry Bulk","35000","59000","0","China Japan Range","CJK","Bangladesh","2025-11-21","2025-11-25","30","chartering@varitasnavigation.com","+91 9730358718","35.0","139.0",NULL,"121746"
"TR149P","12201","Bulk Heavy Freight",,"Dry Bulk","31000","31000","0","South East Asia","Gresik","East Coast India","2025-11-20","2025-11-25","30","chartering@varitasnavigation.com","+91 9730358718","-7.1566","112.6554",NULL,"121746"
"TR149P","12202","Bulk Heavy Freight",,"Dry Bulk","50000","69000","0","China Japan Range","CJK","East Coast India","2025-11-25","2025-11-30","30","chartering@varitasnavigation.com","+91 9730358718","35.0","139.0",NULL,"121746"
"TR149P","12237","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9213","121.6298",NULL,"198261"
"TR149P","12255","Fertilizers","UMC","Dry Bulk","35000","59000","0","China Japan Range","CJK","Bangladesh","2025-11-21","2025-11-25","30","brokers@u-m-c.com.ua","+38 097 980 46 08","35.0","139.0",NULL,"597685"
"TR149P","12256","Bulk Heavy Freight","UMC","Dry Bulk","31000","31000","0","South East Asia","Gresik","East Coast India","2025-11-20","2025-11-25","30","brokers@u-m-c.com.ua","+38 097 980 46 08","-7.1566","112.6554",NULL,"597685"
"TR149P","12257","Bulk Heavy Freight","UMC","Dry Bulk","50000","69000","0","China Japan Range","CJK","East Coast India","2025-11-25","2025-11-30","30","brokers@u-m-c.com.ua","+38 097 980 46 08","35.0","139.0",NULL,"597685"
"TR149P","12291","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.914","121.6147",NULL,"704424"
"TR149P","12311","Fertilizers",,"Dry Bulk","35000","59000","0","China Japan Range","CJK","Bangladesh","2025-11-21","2025-11-25","30","chartering@varitasnavigation.com","+91 9730358718","35.0","139.0",NULL,"418383"
"TR149P","12312","Bulk Heavy Freight",,"Dry Bulk","31000","31000","0","South East Asia","Gresik","East Coast India","2025-11-20","2025-11-25","30","chartering@varitasnavigation.com","+91 9730358718","-7.1566","112.6554",NULL,"418383"
"TR149P","12313","Bulk Heavy Freight",,"Dry Bulk","50000","69000","0","China Japan Range","CJK","East Coast India","2025-11-25","2025-11-30","30","chartering@varitasnavigation.com","+91 9730358718","35.0","139.0",NULL,"418383"
"TR149P","12352","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9213","121.6298",NULL,"776357"
"TR149P","12368","Fertilizers","UMC","Dry Bulk","35000","59000","0","China Japan Range","CJK","Bangladesh","2025-11-21","2025-11-25","30","brokers@u-m-c.com.ua","+38 097 980 46 08","35.0","139.0",NULL,"199546"
"TR149P","12369","Bulk Heavy Freight","UMC","Dry Bulk","31000","31000","0","South East Asia","Gresik","East Coast India","2025-11-20","2025-11-25","30","brokers@u-m-c.com.ua","+38 097 980 46 08","-7.1566","112.6554",NULL,"199546"
"TR149P","12370","Bulk Heavy Freight","UMC","Dry Bulk","50000","69000","0","China Japan Range","CJK","East Coast India","2025-11-25","2025-11-30","30","brokers@u-m-c.com.ua","+38 097 980 46 08","35.0","139.0",NULL,"199546"
"TR149P","12404","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.914","121.6147",NULL,"173551"
"TR149P","12422","Fertilizers","UMC","Dry Bulk","35000","59000","0","China Japan Range","CJK","Bangladesh","2025-11-21","2025-11-25","30","brokers@u-m-c.com.ua","+38 097 980 46 08","35.6895","139.6917",NULL,"246783"
"TR149P","12423","BHF","UMC","Dry Bulk","31000","31000","0","South East Asia","Gresik","East Coast India","2025-11-20","2025-11-25","30","brokers@u-m-c.com.ua","+38 097 980 46 08","-7.1566","112.6555",NULL,"246783"
"TR149P","12424","BHF","UMC","Dry Bulk","50000","69000","0","China Japan Range","CJK","East Coast India","2025-11-25","2025-11-30","30","brokers@u-m-c.com.ua","+38 097 980 46 08","35.6895","139.6917",NULL,"246783"
"TR149P","12448","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9213","121.6298",NULL,"459630"
"TR149P","12449","Bagged Rice","UMC Chartering","Dry Bulk","50000","69000","0","Far East","Dalian","West Africa","2025-11-20","2025-11-25","70","brokers@u-m-c.com.ua","+38 097 980 46 08","38.9213","121.6298",NULL,"836008"
"TR149P","12468","Fertilizers","UMC Chartering","Dry Bulk","35000","59000","0","China Japan Range","CJK","Bangladesh","2025-11-21","2025-11-25","30","brokers@u-m-c.com.ua","+38 097 980 46 08","35.0","136.0",NULL,"565065"
"TR149P","12469","Bulk Heavy Freight","UMC Chartering","Dry Bulk","31000","31000","0","South East Asia","Gresik","East Coast India","2025-11-20","2025-11-25","30","brokers@u-m-c.com.ua","+38 097 980 46 08","-7.1566","112.6554",NULL,"565065"
"TR149P","12470","Bulk Heavy Freight","UMC Chartering","Dry Bulk","50000","69000","0","China Japan Range","CJK","East Coast India","2025-11-25","2025-11-30","30","brokers@u-m-c.com.ua","+38 097 980 46 08","35.0","136.0",NULL,"565065"
"TR149P","12471","Fertilizers",,"Dry Bulk","35000","59000","0","China Japan Range","CJK","Bangladesh","2025-11-21","2025-11-25","30","chartering@varitasnavigation.com","+91 9730358718","35.0","139.0",NULL,"316982"
"TR149P","12472","Bulk Heavy Freight",,"Dry Bulk","31000","31000","0","South East Asia","Gresik","East Coast India","2025-11-20","2025-11-25","30","chartering@varitasnavigation.com","+91 9730358718","-7.1566","112.6554",NULL,"316982"
"TR149P","12473","Bulk Heavy Freight",,"Dry Bulk","50000","69000","0","China Japan Range","CJK","East Coast India","2025-11-25","2025-11-30","30","chartering@varitasnavigation.com","+91 9730358718","35.0","139.0",NULL,"316982"
"TR149P","12474","Fertilizers",,"Dry Bulk","35000","59000","0","China Japan Range","CJK","Bangladesh","2025-11-21","2025-11-25","30","chartering@varitasnavigation.com","+91 9730358718","35.0","139.0",NULL,"225709"
"TR149P","12475","Bulk Heavy Freight",,"Dry Bulk","31000","31000","0","South East Asia","Gresik","East Coast India","2025-11-20","2025-11-25","30","chartering@varitasnavigation.com","+91 9730358718","-7.1566","112.6554",NULL,"225709"
"TR149P","12476","Bulk Heavy Freight",,"Dry Bulk","50000","69000","0","China Japan Range","CJK","East Coast India","2025-11-25","2025-11-30","30","chartering@varitasnavigation.com","+91 9730358718","35.0","139.0",NULL,"225709"
"9AVLNQ","12531","General Cargo","Wellerman","General Cargo","20000","0","0","East Coast India","North China","East Coast of India","2025-11-24","2025-11-30","0","vessel@wellerman.hk",,"20.0","86.0",NULL,"231321"
"9AVLNQ","12532","Fertilizer","Wellerman","Dry Bulk","38000","0","0","East Africa","Ust Luga","East Africa","2025-11-24","2025-11-30","0","vessel@wellerman.hk",,"59.6439","28.3639",NULL,"231321"
"9AVLNQ","12533","Silica Sand","Wellerman","Dry Bulk","50000","0","0","China","Singapore~Indonesia range","China","2025-11-25","2025-12-05","0","vessel@wellerman.hk",,"1.3521","103.8198",NULL,"231321"
"9AVLNQ","12534","Fertilizer","Wellerman","Dry Bulk","46000","0","0","West Coast India","CJK~North China","West Coast of India","2025-11-25","2025-12-05","0","vessel@wellerman.hk",,"22.0","72.0",NULL,"231321"
"9AVLNQ","12535","Steel Cargo","Wellerman","General Cargo","20000","59000","0","Continent","Singapore","Continent","2025-12-01","2025-12-10","0","vessel@wellerman.hk",,"1.3521","103.8198",NULL,"231321"
"9AVLNQ","12536","Steel Cargo","Wellerman","General Cargo","28000","0","0","South East Asia","CIS","Southeast Asia","2025-12-01","2025-12-10","0","vessel@wellerman.hk",,"55.0","82.0",NULL,"231321"
"9AVLNQ","12537","Sulphur","Wellerman","Dry Bulk","20000","49000","0","China","Iran","China","2025-12-01","2025-12-10","0","vessel@wellerman.hk",,"35.6892","51.389",NULL,"231321"
"9AVLNQ","12538","Wood Pulp","Wellerman","General Cargo","11000","20000","0","East Coast India","Singapore","East Coast Of India","2025-12-05","2025-12-10","0","vessel@wellerman.hk",,"1.3521","103.8198",NULL,"231321"
"9AVLNQ","12539","Unknown","Wellerman","General Cargo","10000","55000","0","China Japan Range","PG~Japan Range","PG~Japan Range","2025-11-01","2025-12-31","0","vessel@wellerman.hk",,"35.6895","139.6917",NULL,"231321"
"9AVLNQ","12540","General Cargo","Wellerman","General Cargo","20000","27694","0","China Japan Range","North China","East Coast of India","2025-11-24","2025-11-30","0","vessel@wellerman.hk",,"39.9042","116.4074",NULL,"073202"
"9AVLNQ","12541","Fertilizer","Wellerman","Dry Bulk","38000","55000","0","Black Sea","Ust Luga","East Africa","2025-11-24","2025-11-30","0","vessel@wellerman.hk",,"59.6456","28.3639",NULL,"073202"
"9AVLNQ","12542","Silica Sand","Wellerman","Dry Bulk","50000","60000","0","South East Asia","Singapore","China","2025-11-25","2025-12-05","0","vessel@wellerman.hk",,"1.3521","103.8198",NULL,"073202"
"9AVLNQ","12543","Fertilizer","Wellerman","Dry Bulk","46000","55000","0","China Japan Range","CJK","West Coast of India","2025-11-25","2025-12-05","0","vessel@wellerman.hk",,"35.0","136.0",NULL,"073202"
"9AVLNQ","12544","Steel Cargo","Wellerman","General Cargo","50000","69000","0","South East Asia","Singapore","Continent","2025-12-01","2025-12-10","0","vessel@wellerman.hk",,"1.3521","103.8198",NULL,"073202"
"9AVLNQ","12545","Steel Cargo","Wellerman","General Cargo","28000","28000","0","Black Sea","CIS","Southeast Asia","2025-12-01","2025-12-10","0","vessel@wellerman.hk",,"55.0","82.0",NULL,"073202"
"9AVLNQ","12546","Sulphur","Wellerman","Dry Bulk","20000","49000","0","Persian Gulf","Iran","China","2025-12-01","2025-12-10","0","vessel@wellerman.hk",,"27.0","53.0",NULL,"073202"
"9AVLNQ","12547","Wood Pulp","Wellerman","General Cargo","11000","20000","0","South East Asia","Singapore","East Coast of India","2025-12-05","2025-12-10","0","vessel@wellerman.hk",,"1.3521","103.8198",NULL,"073202"
"9AVLNQ","12548",,"Wellerman",,"10000","55000","0","Persian Gulf","PG~Japan Range","PG~Japan Range","2025-11-01","2025-12-31","0","vessel@wellerman.hk",,"25.0","55.0",NULL,"073202"
"9AVLNQ","12562",,,,"0","0","East Coast India","East Coast India","Karaikal",,"2025-11-28","2025-11-29","0","chartering@trampmaritime.gr","+30 6973777800","10.9167","79.8333",NULL,"612343"
"TR149P","12921","Grain","Saigal SeaTrade","Dry Bulk","80000","89999","0","South China","Yangjiang","ECSA","2025-11-26","2025-11-28","365","all@saigalseatrade.com","+91 98200 27526","21.8556","111.9627",NULL,"206950"
"TR149P","12932","Harmless/Bulk","DAVA","Dry Bulk","23000","35000","West Africa","West Africa","West Africa","Continent","2025-12-08","2025-12-13","35","chartering@interbulkshipping.in","+91-9650405353","5.0","-3.0",NULL,"803149"
"TR149P","12933","Wheat","TKB","Dry Bulk","28000","40000","Continent","Continent","La Pallice","Morocco","2025-12-01","2025-12-05","25","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","46.1519","-1.152",NULL,"168286"
"TR149P","12934","Wheat","TKB","Dry Bulk","30000","38000","Black Sea","Black Sea","Varna","Algeria","2025-11-29","2025-12-03","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","43.201","27.9167",NULL,"168286"
"TR149P","12935","Steels and Grains","TMA B&L Inc.","Dry Bulk","38000","38000","South America","South America","Recalada","US Gulf","2025-11-30","2025-12-04","45","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.8083","-62.2667",NULL,"767779"
"TR149P","12936","Bulk and Bagged Cargo","TMA B&L Inc.","Dry Bulk","33000","40000","Europe","Europe","Eemshaven","West Coast Central America","2025-12-07","2025-12-12","50","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","53.445","6.8375",NULL,"767779"
"TR149P","12937","Phosrock","UMC Chartering","Dry Bulk","47000","47000","0","West Africa","Kpeme","India","2025-12-01","2025-12-06","0","brokers@u-m-c.com.ua","+38 097 980 46 08","6.2333","1.5833",NULL,"409182"
"TR149P","12938",,"UMC Chartering",,"28000","37000","0","West Africa",,,"2025-11-20","2025-11-30","210","brokers@u-m-c.com.ua","+38 097 980 46 08","5.0","-1.0",NULL,"409182"
"TR149P","12939",,"UMC Chartering",,"50000","69000","0","West Coast India","Salalah","West Coast India","2025-12-05","2025-12-10","15","brokers@u-m-c.com.ua","+38 097 980 46 08","16.9604","54.0094",NULL,"409182"
"TR149P","12940",,"UMC Chartering",,"50000","69000","0","East Coast India","Salalah","East Coast India","2025-11-25","2025-11-30","22","brokers@u-m-c.com.ua","+38 097 980 46 08","16.9604","54.0094",NULL,"409182"
"TR149P","12941","Grains","Solar Gulf Shipping DMCC","Dry Bulk","32000","38000","South America","South America","Santos","Full Spain","2025-12-08","2025-12-14","35","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-23.9608","-46.3336",NULL,"457940"
"TR149P","12942","Steels","Conti Lines Shipping","Dry Bulk","28000","40000","South America","South America","Praia Mole","North Coast South America/Caribbean","2025-12-10","2025-12-14","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-20.3155","-40.3128",NULL,"457940"
"TR149P","12943","Steel Coils","Chinaland","General Cargo","50000","69000","China Japan Range","China Japan Range","North China","US Gulf","2025-12-06","2025-12-11","0","handy@energybulk.com","+603-8733 2988","39.0","117.0",NULL,"017509"
"TR149P","12944","Coal","Chinaland","Dry Bulk","50000","69000","South East Asia","South East Asia","Skali","Thailand","2025-11-27","2025-12-02","0","handy@energybulk.com","+603-8733 2988","1.4332","103.8368",NULL,"017509"
"TR149P","12945","Ferronickel","Well Reach Shipping","Dry Bulk","50000","59000","South East Asia","South East Asia","Weda","Ningde","2025-12-09","2025-12-12","20","handy@energybulk.com","+603 8733 2988","0.2726","127.5388",NULL,"501491"
"TR149P","12946",,"Dai An Ocean Shipping",,"50000","69000","0","Far East","Tonghae",,"2025-12-10","2025-12-14","365","chartering@interbulkshipping.in","+91-9560504611","37.5439","129.1064",NULL,"431776"
"TR149P","12947","Coke","Dai An Ocean Shipping","Dry Bulk","37000","69000","0","South East Asia","Bahodopi","East Coast India",NULL,NULL,"0","chartering@interbulkshipping.in","+91-9560504611","-2.0906","121.5789",NULL,"431776"
